time_s,t_up,t_down,t_heater,delta_t,delta_t_corr,heater_duty
3161.715,28.986,29.465,31.524,0.4789,0.1618,255
3162.016,28.805,29.465,31.314,0.6607,0.3436,255
3162.317,28.805,29.534,31.571,0.7293,0.4123,255
3162.618,28.941,29.58,31.29,0.6388,0.3217,255
3162.919,28.941,29.511,31.431,0.5701,0.2531,255
3163.22,28.805,29.465,31.337,0.6607,0.3436,255
3163.521,28.737,29.511,31.477,0.7745,0.4575,255
3163.822,28.941,29.557,31.384,0.6159,0.2988,255
3164.123,28.964,29.442,31.314,0.4788,0.1617,255
3164.424,28.85,29.488,31.337,0.6382,0.3211,255
3164.725,28.827,29.488,31.618,0.6609,0.3438,255
3165.026,28.941,29.534,31.524,0.593,0.276,255
3165.327,28.941,29.534,31.524,0.593,0.276,255
3165.628,28.759,29.488,31.454,0.729,0.4119,255
3165.929,28.759,29.465,31.36,0.7061,0.389,255
3166.23,28.85,29.534,31.431,0.6839,0.3668,255
3166.531,28.827,29.351,31.384,0.5238,0.2067,255
3166.832,28.782,29.397,31.29,0.6148,0.2978,255
3167.133,28.941,29.534,31.431,0.593,0.276,255
3167.434,28.986,29.305,31.337,0.319,0.0019,255
3167.735,28.941,29.442,31.337,0.5015,0.1845,255
3168.036,28.827,29.511,31.431,0.6837,0.3667,255
3168.337,28.986,29.534,31.524,0.5475,0.2305,255
3168.638,28.941,29.534,31.36,0.593,0.276,255
3168.939,28.827,29.488,31.524,0.6609,0.3438,255
3169.24,28.85,29.442,31.337,0.5924,0.2753,255
3169.541,28.986,29.534,31.431,0.5475,0.2305,255
3169.842,28.805,29.442,31.314,0.6378,0.3208,255
3170.143,28.759,29.488,31.524,0.729,0.4119,255
3170.444,28.85,29.397,31.29,0.5467,0.2297,255
3170.745,28.941,29.488,31.431,0.5473,0.2302,255
3171.046,28.85,29.488,31.477,0.6382,0.3211,255
3171.347,28.827,29.534,31.524,0.7066,0.3896,255
3171.648,28.85,29.465,31.29,0.6153,0.2982,255
3171.949,28.986,29.442,31.337,0.456,0.139,255
3172.25,28.805,29.488,31.407,0.6836,0.3665,255
3172.551,28.805,29.534,31.431,0.7293,0.4123,255
3172.852,29.032,29.488,31.337,0.4563,0.1392,255
3173.153,28.986,29.488,31.29,0.5018,0.1847,255
3173.454,28.759,29.442,31.337,0.6832,0.3662,255
3173.755,28.85,29.397,31.314,0.5467,0.2297,255
3174.056,29.032,29.442,31.337,0.4105,0.0935,255
3174.357,28.986,29.442,31.267,0.456,0.139,255
3174.658,28.805,29.488,31.571,0.6836,0.3665,255
3174.959,28.805,29.488,31.337,0.6836,0.3665,255
3175.26,28.986,29.488,31.431,0.5018,0.1847,255
3175.56,28.85,29.465,31.431,0.6153,0.2982,255
3175.862,28.759,29.58,31.22,0.8205,0.5034,255
3176.163,28.85,29.442,31.337,0.5924,0.2753,255
3176.464,28.85,29.488,31.524,0.6382,0.3211,255
3176.765,28.805,29.442,31.36,0.6378,0.3208,255
3177.066,28.827,29.534,31.431,0.7066,0.3896,255
3177.367,28.986,29.511,31.431,0.5246,0.2076,255
3177.668,28.827,29.397,31.22,0.5695,0.2524,255
3177.969,28.805,29.442,31.36,0.6378,0.3208,255
3178.27,28.827,29.351,31.337,0.5238,0.2067,255
3178.571,28.941,29.534,31.36,0.593,0.276,255
3178.872,28.827,29.397,31.244,0.5695,0.2524,255
3179.173,28.737,29.442,31.384,0.7059,0.3889,255
3179.474,28.805,29.534,31.337,0.7293,0.4123,255
3179.775,28.85,29.488,31.384,0.6382,0.3211,255
3180.076,28.85,29.442,31.431,0.5924,0.2753,255
3180.377,28.782,29.374,31.454,0.592,0.2749,255
3180.678,28.873,29.534,31.384,0.6612,0.3441,255
3180.979,28.941,29.442,31.314,0.5015,0.1845,255
3181.28,28.805,29.442,31.36,0.6378,0.3208,255
3181.581,28.714,29.397,31.384,0.6829,0.3659,255
3181.882,28.941,29.534,31.337,0.593,0.276,255
3182.183,28.941,29.488,31.337,0.5473,0.2302,255
3182.484,28.759,29.397,31.337,0.6375,0.3205,255
3182.785,28.759,29.488,31.36,0.729,0.4119,255
3183.086,28.85,29.442,31.29,0.5924,0.2753,255
3183.387,28.85,29.42,31.337,0.5695,0.2525,255
3183.688,28.737,29.442,31.431,0.7059,0.3889,255
3183.989,28.805,29.511,31.454,0.7065,0.3894,255
3184.29,28.782,29.488,31.384,0.7063,0.3892,255
3184.591,28.85,29.488,31.431,0.6382,0.3211,255
3184.892,28.714,29.58,31.29,0.8659,0.5488,255
3185.192,28.85,29.534,31.29,0.6839,0.3668,255
3185.494,28.805,29.397,31.29,0.5922,0.2751,255
3185.795,28.714,29.374,31.337,0.6601,0.343,255
3186.096,28.805,29.488,31.36,0.6836,0.3665,255
3186.397,28.827,29.397,31.384,0.5695,0.2524,255
3186.698,28.805,29.442,31.244,0.6378,0.3208,255
3186.999,28.782,29.442,31.244,0.6605,0.3435,255
3187.3,28.873,29.488,31.431,0.6154,0.2984,255
3187.601,28.85,29.442,31.314,0.5924,0.2753,255
3187.902,28.941,29.397,31.29,0.4558,0.1388,255
3188.203,28.805,29.442,31.384,0.6378,0.3208,255
3188.504,28.896,29.488,31.314,0.5927,0.2756,255
3188.805,28.896,29.397,31.267,0.5013,0.1842,255
3189.106,28.85,29.488,31.384,0.6382,0.3211,255
3189.407,28.714,29.351,31.337,0.6372,0.3202,255
3189.708,28.873,29.397,31.244,0.524,0.207,255
3190.009,28.941,29.42,31.36,0.4787,0.1616,255
3190.31,28.759,29.442,31.431,0.6832,0.3662,255
3190.611,28.805,29.534,31.384,0.7293,0.4123,255
3190.912,28.986,29.397,31.29,0.4103,0.0933,255
3191.213,28.85,29.42,31.337,0.5695,0.2525,255
3191.514,28.714,29.42,31.244,0.7057,0.3887,255
3191.815,28.85,29.397,31.244,0.5467,0.2297,255
3192.116,28.941,29.488,31.337,0.5473,0.2302,255
3192.417,28.805,29.465,31.29,0.6607,0.3436,255
3192.718,28.759,29.374,31.29,0.6147,0.2976,255
3193.019,28.964,29.511,31.407,0.5474,0.2303,255
3193.32,28.964,29.397,31.29,0.4331,0.116,255
3193.621,28.782,29.442,31.29,0.6605,0.3435,255
3193.922,28.85,29.305,31.314,0.4554,0.1383,255
3194.223,28.941,29.488,31.384,0.5473,0.2302,255
3194.524,28.782,29.42,31.29,0.6377,0.3206,255
3194.825,28.759,29.397,31.29,0.6375,0.3205,255
3195.126,28.827,29.465,31.337,0.638,0.3209,255
3195.427,28.85,29.374,31.244,0.5239,0.2068,255
3195.728,28.827,29.374,31.244,0.5466,0.2295,255
3196.029,28.714,29.351,31.22,0.6372,0.3202,255
3196.33,28.85,29.42,31.337,0.5695,0.2525,255
3196.631,28.85,29.488,31.384,0.6382,0.3211,255
3196.932,28.805,29.442,31.337,0.6378,0.3208,255
3197.233,28.737,29.442,31.314,0.7059,0.3889,255
3197.534,28.941,29.488,31.244,0.5473,0.2302,255
3197.834,28.85,29.442,31.36,0.5924,0.2753,255
3198.136,28.759,29.465,31.337,0.7061,0.389,255
3198.437,28.805,29.488,31.337,0.6836,0.3665,255
3198.738,28.896,29.442,31.314,0.547,0.2299,255
3199.039,28.782,29.465,31.431,0.6834,0.3663,255
3199.34,28.759,29.442,31.29,0.6832,0.3662,255
3199.641,28.759,29.442,31.431,0.6832,0.3662,255
3199.942,28.941,29.42,31.36,0.4787,0.1616,255
3200.242,28.85,29.442,31.36,0.5924,0.2753,255
3200.545,28.737,29.397,31.337,0.6602,0.3432,255
3200.846,28.805,29.397,31.244,0.5922,0.2751,255
3201.147,28.85,29.442,31.384,0.5924,0.2753,255
3201.448,28.805,29.397,31.337,0.5922,0.2751,255
3201.749,28.782,29.374,31.384,0.592,0.2749,255
3202.05,28.873,29.465,31.384,0.5926,0.2755,255
3202.351,28.964,29.305,31.22,0.3417,0.0247,255
3202.652,28.737,29.442,31.314,0.7059,0.3889,255
3202.953,28.759,29.488,31.36,0.729,0.4119,255
3203.254,28.85,29.397,31.29,0.5467,0.2297,255
3203.555,28.896,29.374,31.337,0.4784,0.1614,255
3203.856,28.759,29.351,31.197,0.5919,0.2748,255
3204.158,28.759,29.488,31.337,0.729,0.4119,255
3204.459,28.85,29.351,31.244,0.501,0.184,255
3204.76,28.85,29.488,31.314,0.6382,0.3211,255
3205.061,28.669,29.351,31.337,0.6826,0.3656,255
3205.363,28.827,29.442,31.384,0.6151,0.2981,255
3205.664,28.805,29.397,31.174,0.5922,0.2751,255
3205.965,28.827,29.374,31.384,0.5466,0.2295,255
3206.266,28.737,29.397,31.29,0.6602,0.3432,255
3206.568,28.827,29.488,31.384,0.6609,0.3438,255
3206.869,28.873,29.488,31.29,0.6154,0.2984,255
3207.17,28.759,29.374,31.337,0.6147,0.2976,255
3207.472,28.759,29.305,31.244,0.5462,0.2291,255
3207.773,28.759,29.442,31.314,0.6832,0.3662,255
3208.074,28.85,29.42,31.337,0.5695,0.2525,255
3208.375,28.805,29.397,31.29,0.5922,0.2751,255
3208.676,28.714,29.351,31.197,0.6372,0.3202,255
3208.977,28.759,29.442,31.384,0.6832,0.3662,255
3209.278,28.85,29.465,31.244,0.6153,0.2982,255
