time_s,t_up,t_down,t_heater,delta_t,delta_t_corr,heater_duty
676.72,29.351,29.717,31.712,0.3661,0.3089,255
677.021,29.283,29.671,31.665,0.3887,0.3316,255
677.322,29.1,29.534,31.571,0.4337,0.3765,255
677.623,29.078,29.671,31.759,0.5939,0.5367,255
677.924,29.351,29.671,31.712,0.3203,0.2631,255
678.225,29.305,29.534,31.618,0.2285,0.1713,255
678.526,29.1,29.557,31.665,0.4566,0.3994,255
678.827,29.123,29.717,31.665,0.5942,0.537,255
679.128,29.328,29.648,31.712,0.3202,0.263,255
679.429,29.328,29.58,31.665,0.2515,0.1943,255
679.73,29.146,29.717,31.712,0.5714,0.5142,255
680.031,29.169,29.648,31.665,0.4798,0.4226,255
680.333,29.123,29.671,31.688,0.5483,0.4912,255
680.634,29.123,29.557,31.618,0.4338,0.3767,255
680.935,29.169,29.648,31.618,0.4798,0.4226,255
681.236,29.351,29.763,31.806,0.412,0.3548,255
681.537,29.169,29.717,31.712,0.5486,0.4914,255
681.838,29.351,29.671,31.571,0.3203,0.2631,255
682.139,29.328,29.717,31.665,0.3889,0.3317,255
682.44,29.351,29.74,31.688,0.389,0.3318,255
682.741,29.146,29.58,31.782,0.4339,0.3767,255
683.042,29.146,29.58,31.665,0.4339,0.3767,255
683.343,29.351,29.717,31.806,0.3661,0.3089,255
683.645,29.305,29.58,31.665,0.2743,0.2171,255
683.946,29.1,29.557,31.665,0.4566,0.3994,255
684.247,29.032,29.671,31.712,0.6394,0.5822,255
684.548,29.351,29.763,31.688,0.412,0.3548,255
684.849,29.305,29.671,31.594,0.3659,0.3087,255
685.15,29.123,29.671,31.712,0.5483,0.4912,255
685.451,29.123,29.671,31.618,0.5483,0.4912,255
685.752,29.442,29.717,31.688,0.2747,0.2175,255
686.053,29.305,29.58,31.735,0.2743,0.2171,255
686.354,29.169,29.671,31.665,0.5027,0.4456,255
686.655,29.169,29.717,31.688,0.5486,0.4914,255
686.956,29.351,29.694,31.712,0.3432,0.286,255
687.257,29.169,29.74,31.735,0.5715,0.5143,255
687.558,29.123,29.671,31.688,0.5483,0.4912,255
687.859,29.305,29.717,31.665,0.4117,0.3546,255
688.16,29.169,29.671,31.665,0.5027,0.4456,255
688.462,29.169,29.648,31.665,0.4798,0.4226,255
688.763,29.169,29.557,31.548,0.3882,0.3311,255
689.064,29.351,29.694,31.618,0.3432,0.286,255
689.365,29.1,29.58,31.806,0.4795,0.4223,255
689.666,29.032,29.74,31.571,0.7082,0.651,255
689.967,29.305,29.717,31.665,0.4117,0.3546,255
690.268,29.328,29.671,31.665,0.3431,0.2859,255
690.569,29.123,29.58,31.688,0.4567,0.3995,255
690.87,29.123,29.58,31.665,0.4567,0.3995,255
691.171,29.351,29.763,31.712,0.412,0.3548,255
691.472,29.397,29.534,31.618,0.1372,0.08,255
691.773,29.078,29.74,31.571,0.6626,0.6054,255
692.074,29.123,29.671,31.665,0.5483,0.4912,255
692.375,29.351,29.717,31.712,0.3661,0.3089,255
692.676,29.328,29.58,31.759,0.2515,0.1943,255
692.977,29.123,29.58,31.759,0.4567,0.3995,255
693.278,29.146,29.763,31.665,0.6172,0.5601,255
693.579,29.305,29.58,31.735,0.2743,0.2171,255
693.88,29.146,29.648,31.618,0.5026,0.4454,255
694.181,29.305,29.717,31.806,0.4117,0.3546,255
694.483,29.009,29.763,31.759,0.7539,0.6967,255
694.784,29.191,29.671,31.712,0.48,0.4228,255
695.085,29.123,29.488,31.618,0.3652,0.308,255
695.386,29.305,29.717,31.759,0.4117,0.3546,255
695.687,29.397,29.717,31.665,0.3204,0.2632,255
695.988,29.305,29.717,31.759,0.4117,0.3546,255
696.289,29.123,29.671,31.618,0.5483,0.4912,255
696.59,29.351,29.786,31.853,0.4349,0.3777,255
696.891,29.397,29.671,31.618,0.2746,0.2174,255
697.192,29.146,29.58,31.712,0.4339,0.3767,255
697.493,29.169,29.58,31.782,0.4111,0.354,255
697.794,29.351,29.717,31.712,0.3661,0.3089,255
698.095,29.397,29.671,31.665,0.2746,0.2174,255
698.396,29.283,29.694,31.665,0.4117,0.3545,255
698.697,29.191,29.671,31.688,0.48,0.4228,255
698.998,29.374,29.534,31.618,0.16,0.1029,255
699.299,29.305,29.58,31.759,0.2743,0.2171,255
699.6,29.351,29.74,31.735,0.389,0.3318,255
699.901,29.351,29.786,31.782,0.4349,0.3777,255
700.202,29.283,29.671,31.688,0.3887,0.3316,255
700.503,29.328,29.717,31.665,0.3889,0.3317,255
700.804,29.442,29.717,31.759,0.2747,0.2175,255
701.106,29.442,29.58,31.806,0.1373,0.0801,255
701.407,29.305,29.74,31.571,0.4347,0.3775,255
