time_s,t_up,t_down,t_heater,delta_t,delta_t_corr,heater_duty
316.327,28.986,29.123,31.431,0.1366,0.0794,255
316.628,29.123,29.351,31.431,0.2281,0.1709,255
316.929,28.986,29.305,31.571,0.319,0.2618,255
317.23,29.169,29.351,31.431,0.1825,0.1253,255
317.531,29.123,29.351,31.571,0.2281,0.1709,255
317.832,29.1,29.169,31.594,0.0684,0.0112,255
318.133,29.123,29.397,31.524,0.2738,0.2166,255
318.434,29.123,29.1,31.431,-0.0228,-0.0799,255
318.735,29.078,29.169,31.431,0.0911,0.0339,255
319.036,28.941,29.123,31.431,0.1821,0.1249,255
319.337,28.986,29.123,31.407,0.1366,0.0794,255
319.638,28.986,29.374,31.384,0.3875,0.3303,255
319.939,29.032,29.305,31.524,0.2735,0.2163,255
320.24,29.146,29.305,31.477,0.1596,0.1025,255
320.541,29.009,29.305,31.594,0.2963,0.2391,255
320.842,29.123,29.305,31.548,0.1824,0.1253,255
321.143,29.169,29.169,31.337,0.0,-0.0572,255
321.444,29.1,29.146,31.571,0.0456,-0.0116,255
321.745,29.169,29.351,31.431,0.1825,0.1253,255
322.046,29.032,29.078,31.407,0.0455,-0.0116,255
322.347,29.123,29.169,31.571,0.0456,-0.0116,255
322.648,29.009,29.169,31.384,0.1594,0.1022,255
322.949,28.986,29.123,31.337,0.1366,0.0794,255
323.25,29.009,29.169,31.337,0.1594,0.1022,255
323.551,29.078,29.169,31.431,0.0911,0.0339,255
323.852,29.1,29.305,31.431,0.2052,0.148,255
324.153,29.1,29.169,31.337,0.0684,0.0112,255
324.454,29.123,29.305,31.594,0.1824,0.1253,255
324.755,29.1,29.305,31.594,0.2052,0.148,255
325.056,29.1,29.169,31.548,0.0684,0.0112,255
325.357,29.078,29.169,31.548,0.0911,0.0339,255
325.658,29.032,29.169,31.454,0.1367,0.0795,255
325.96,29.305,29.123,31.407,-0.1824,-0.2396,255
326.261,28.941,29.078,31.384,0.1365,0.0794,255
326.562,29.032,29.123,31.524,0.0911,0.0339,255
326.863,29.078,29.397,31.571,0.3193,0.2621,255
327.165,29.078,29.123,31.36,0.0455,-0.0116,255
327.466,29.032,29.351,31.431,0.3192,0.262,255
327.767,29.032,29.397,31.618,0.3648,0.3077,255
328.068,29.305,29.169,31.571,-0.1368,-0.194,255
328.369,29.078,29.351,31.431,0.2736,0.2164,255
328.67,29.123,29.169,31.571,0.0456,-0.0116,255
328.971,29.123,29.214,31.431,0.0912,0.034,255
329.272,29.078,29.169,31.431,0.0911,0.0339,255
329.573,29.123,29.169,31.524,0.0456,-0.0116,255
329.874,28.986,29.123,31.431,0.1366,0.0794,255
330.175,29.032,29.169,31.571,0.1367,0.0795,255
330.476,29.009,29.169,31.384,0.1594,0.1022,255
330.777,29.032,29.351,31.337,0.3192,0.262,255
331.078,29.1,29.305,31.618,0.2052,0.148,255
331.379,29.1,29.169,31.384,0.0684,0.0112,255
331.68,29.305,29.305,31.431,0.0,-0.0572,255
331.982,29.305,29.305,31.431,0.0,-0.0572,255
332.284,29.078,29.169,31.571,0.0911,0.0339,255
332.585,29.146,29.351,31.524,0.2053,0.1481,255
332.886,29.055,29.305,31.571,0.2507,0.1936,255
333.187,29.169,29.397,31.571,0.2282,0.171,255
333.488,29.032,29.214,31.431,0.1823,0.1251,255
333.789,29.032,29.351,31.431,0.3192,0.262,255
334.09,29.078,29.42,31.665,0.3421,0.285,255
334.391,29.078,29.397,31.571,0.3193,0.2621,255
334.692,29.123,29.351,31.431,0.2281,0.1709,255
334.993,29.146,29.374,31.384,0.2281,0.1709,255
335.294,29.169,29.351,31.524,0.1825,0.1253,255
335.595,29.123,29.305,31.548,0.1824,0.1253,255
335.896,29.123,29.351,31.524,0.2281,0.1709,255
336.197,29.123,29.305,31.548,0.1824,0.1253,255
336.499,29.032,29.123,31.431,0.0911,0.0339,255
336.8,29.078,29.1,31.524,0.0228,-0.0344,255
337.101,28.986,29.351,31.431,0.3647,0.3075,255
337.402,29.078,29.305,31.571,0.228,0.1708,255
337.703,29.214,29.397,31.665,0.1826,0.1254,255
338.004,29.009,29.351,31.431,0.3419,0.2847,255
338.305,29.169,29.374,31.407,0.2053,0.1481,255
338.606,29.169,29.305,31.571,0.1368,0.0797,255
338.907,29.1,29.169,31.594,0.0684,0.0112,255
339.208,29.351,29.442,31.665,0.0914,0.0342,255
339.509,29.055,29.328,31.524,0.2736,0.2164,255
339.811,29.169,29.169,31.524,0.0,-0.0572,255
340.113,29.032,29.305,31.571,0.2735,0.2163,255
340.414,29.055,29.169,31.618,0.1139,0.0567,255
340.715,29.078,29.397,31.571,0.3193,0.2621,255
341.016,29.123,29.305,31.477,0.1824,0.1253,255
341.317,29.305,29.169,31.618,-0.1368,-0.194,255
341.618,29.169,29.305,31.571,0.1368,0.0797,255
341.919,29.123,29.374,31.524,0.2509,0.1937,255
342.22,29.283,29.305,31.571,0.0228,-0.0344,255
342.521,29.123,29.305,31.571,0.1824,0.1253,255
