timestamp,millis,T_ref_C,T_heater_C,T_target_C,error_C,pwm_percent,p_term,i_term,d_term,auto_mode
2026-05-14T14:41:04.371342,1199089.0,26.5339,32.5516,32.5389,-0.0199,48.656,-0.3982,49.0543,0.0,1
2026-05-14T14:41:04.871064,1199591.0,26.5413,32.56,32.5434,0.0001,49.049,0.0017,49.0475,0.0,1
2026-05-14T14:41:05.371821,1200093.0,26.5311,32.5311,32.5316,-0.0202,48.632,-0.4043,49.036,0.0,1
2026-05-14T14:41:05.920971,1200596.0,26.5431,32.5474,32.5362,0.0015,49.064,0.0296,49.0344,0.0,1
2026-05-14T14:41:06.421110,1201097.0,26.5341,32.5435,32.5413,-0.0185,48.659,-0.3698,49.0287,0.0,1
2026-05-14T14:41:06.921733,1201599.0,26.5373,32.5409,32.5414,-0.008,48.864,-0.1594,49.0235,0.0,1
2026-05-14T14:41:07.421931,1202101.0,26.5423,32.579,32.5432,-0.0203,48.609,-0.4059,49.0148,0.0,1
2026-05-14T14:41:07.921050,1202604.0,26.5431,32.5387,32.5335,-0.0145,48.714,-0.2903,49.0043,0.0,1
2026-05-14T14:41:08.421965,1203106.0,26.5352,32.5479,32.5303,-0.0452,48.087,-0.9046,48.9919,0.0,1
2026-05-14T14:41:08.921951,1203608.0,26.535,32.561,32.5388,-0.0115,48.753,-0.2304,48.9833,0.0,1
2026-05-14T14:41:09.421577,1204110.0,26.5247,32.55,32.5279,-0.0213,48.55,-0.4256,48.9755,0.0,1
2026-05-14T14:41:09.921231,1204612.0,26.5362,32.5411,32.533,-0.009,48.781,-0.1801,48.9613,0.0,1
2026-05-14T14:41:10.421974,1205114.0,26.5347,32.5397,32.5451,-0.0001,48.957,-0.0014,48.9582,0.0,1
2026-05-14T14:41:10.921175,1205616.0,26.5235,32.577,32.5235,-0.0535,47.875,-1.0695,48.9444,0.0,1
2026-05-14T14:41:11.421246,1206118.0,26.537,32.5629,32.5404,-0.0086,48.766,-0.1726,48.9387,0.0,1
2026-05-14T14:41:11.921897,1206620.0,26.5479,32.5498,32.5363,-0.0128,48.676,-0.2564,48.9328,0.0,1
2026-05-14T14:41:12.421485,1207122.0,26.5179,32.5573,32.5207,-0.0141,48.647,-0.2817,48.9286,0.0,1
2026-05-14T14:41:12.921779,1207624.0,26.5263,32.5552,32.5243,-0.0215,48.491,-0.4303,48.9214,0.0,1
2026-05-14T14:41:13.421854,1208126.0,26.5304,32.5467,32.5278,-0.0027,48.856,-0.054,48.9098,0.0,1
2026-05-14T14:41:13.921046,1208629.0,26.5252,32.5378,32.5323,-0.0025,48.857,-0.0509,48.9082,0.0,1
2026-05-14T14:41:14.421995,1209131.0,26.5171,32.558,32.5191,-0.0149,48.599,-0.2978,48.8968,0.0,1
2026-05-14T14:41:14.921736,1209633.0,26.5229,32.5512,32.5199,-0.0223,48.444,-0.4453,48.8895,0.0,1
2026-05-14T14:41:15.421562,1210135.0,26.5203,32.5433,32.5156,-0.0573,47.718,-1.1466,48.8645,0.0,1
2026-05-14T14:41:15.921591,1210637.0,26.5165,32.5256,32.5249,0.0053,48.971,0.1069,48.8644,0.0,1
2026-05-14T14:41:16.421021,1211139.0,26.5175,32.5333,32.5271,-0.014,48.571,-0.2802,48.8511,0.0,1
2026-05-14T14:41:16.921793,1211641.0,26.5056,32.5266,32.5267,-0.0113,48.616,-0.2265,48.8429,0.0,1
2026-05-14T14:41:17.421651,1212143.0,26.5205,32.5343,32.519,-0.0149,48.533,-0.297,48.8301,0.0,1
2026-05-14T14:41:17.922735,1212645.0,26.5275,32.5497,32.5154,-0.0261,48.298,-0.5227,48.8208,0.0,1
2026-05-14T14:41:18.471762,1213147.0,26.5233,32.5384,32.5241,-0.0266,48.278,-0.5314,48.8099,0.0,1
2026-05-14T14:41:18.971364,1213649.0,26.5289,32.5496,32.5315,-0.0266,48.265,-0.5318,48.7972,0.0,1
2026-05-14T14:41:19.471696,1214151.0,26.512,32.5248,32.5236,-0.0056,48.679,-0.1118,48.791,0.0,1
2026-05-14T14:41:19.971220,1214653.0,26.5162,32.5339,32.5229,-0.0229,48.323,-0.4573,48.7804,0.0,1
2026-05-14T14:41:20.471503,1215155.0,26.5326,32.5337,32.518,-0.0259,48.258,-0.5172,48.7749,0.0,1
2026-05-14T14:41:20.971054,1215657.0,26.5135,32.5351,32.5159,-0.0078,48.608,-0.156,48.7642,0.0,1
2026-05-14T14:41:21.471395,1216159.0,26.5086,32.5381,32.5162,-0.0214,48.323,-0.4287,48.7518,0.0,1
2026-05-14T14:41:21.971397,1216661.0,26.5059,32.5249,32.5024,-0.0299,48.137,-0.5983,48.7353,0.0,1
2026-05-14T14:41:22.472274,1217163.0,26.5047,32.5447,32.4952,-0.0241,48.248,-0.4815,48.7298,0.0,1
2026-05-14T14:41:22.971125,1217666.0,26.5131,32.5218,32.5138,-0.0095,48.529,-0.1909,48.7194,0.0,1
2026-05-14T14:41:23.471651,1218168.0,26.5016,32.5439,32.5052,-0.0362,47.987,-0.7245,48.7117,0.0,1
2026-05-14T14:41:23.971780,1218670.0,26.5032,32.5127,32.5011,-0.0204,48.284,-0.4082,48.6925,0.0,1
2026-05-14T14:41:24.471593,1219172.0,26.5108,32.5355,32.5088,-0.0246,48.193,-0.4912,48.6844,0.0,1
2026-05-14T14:41:24.971474,1219674.0,26.4907,32.5368,32.4907,-0.0461,47.746,-0.9221,48.6682,0.0,1
2026-05-14T14:41:25.471576,1220176.0,26.5083,32.5324,32.5118,-0.0235,48.187,-0.4697,48.6563,0.0,1
2026-05-14T14:41:25.971176,1220678.0,26.5042,32.5272,32.5034,-0.0404,47.837,-0.8086,48.6452,0.0,1
2026-05-14T14:41:26.471032,1221180.0,26.4989,32.5246,32.4878,-0.0281,48.072,-0.5611,48.6333,0.0,1
2026-05-14T14:41:26.971641,1221682.0,26.5027,32.5246,32.4783,-0.0441,47.739,-0.8813,48.62,0.0,1
2026-05-14T14:41:27.471827,1222184.0,26.5074,32.5475,32.5075,-0.0339,47.931,-0.677,48.6077,0.0,1
2026-05-14T14:41:27.971205,1222686.0,26.5179,32.5294,32.5101,-0.0299,47.997,-0.5988,48.5956,0.0,1
2026-05-14T14:41:28.470985,1223188.0,26.4997,32.5153,32.5102,-0.0067,48.454,-0.1333,48.5869,0.0,1
2026-05-14T14:41:28.971297,1223690.0,26.4993,32.5246,32.4991,-0.0095,48.391,-0.1898,48.5808,0.0,1
2026-05-14T14:41:29.471273,1224193.0,26.4983,32.5134,32.4997,-0.0275,48.017,-0.5493,48.5666,0.0,1
2026-05-14T14:41:29.972787,1224695.0,26.4999,32.5381,32.5118,-0.0288,47.982,-0.5751,48.5575,0.0,1
2026-05-14T14:41:30.521957,1225197.0,26.5144,32.5235,32.507,-0.0235,48.076,-0.4694,48.5455,0.0,1
2026-05-14T14:41:31.021318,1225699.0,26.5137,32.5235,32.5083,-0.0266,48.003,-0.5329,48.5362,0.0,1
2026-05-14T14:41:31.521198,1226201.0,26.499,32.5247,32.4957,-0.0298,47.924,-0.5962,48.52,0.0,1
2026-05-14T14:41:32.021825,1226703.0,26.5022,32.5253,32.5051,-0.0174,48.163,-0.349,48.5122,0.0,1
2026-05-14T14:41:32.522053,1227205.0,26.49,32.5098,32.5046,-0.0131,48.246,-0.2611,48.5066,0.0,1
2026-05-14T14:41:33.021356,1227707.0,26.496,32.5134,32.4936,-0.0027,48.443,-0.0545,48.4971,0.0,1
2026-05-14T14:41:33.521200,1228209.0,26.4964,32.5222,32.5064,-0.0041,48.411,-0.0824,48.493,0.0,1
2026-05-14T14:41:34.021105,1228711.0,26.4947,32.5192,32.5064,-0.015,48.183,-0.3004,48.4836,0.0,1
2026-05-14T14:41:34.521282,1229213.0,26.492,32.5126,32.4843,-0.0198,48.082,-0.3964,48.4782,0.0,1
2026-05-14T14:41:35.021070,1229715.0,26.505,32.5156,32.488,-0.0237,47.991,-0.4738,48.4649,0.0,1
2026-05-14T14:41:35.521364,1230217.0,26.5071,32.5246,32.5116,-0.0097,48.262,-0.1949,48.4564,0.0,1
2026-05-14T14:41:36.021053,1230719.0,26.4931,32.5016,32.5004,-0.0089,48.267,-0.1775,48.4445,0.0,1
2026-05-14T14:41:36.521915,1231221.0,26.5023,32.5032,32.4948,-0.0118,48.207,-0.2352,48.4419,0.0,1
2026-05-14T14:41:37.021438,1231724.0,26.4857,32.507,32.4924,-0.0085,48.259,-0.1702,48.4293,0.0,1
2026-05-14T14:41:37.521461,1232225.0,26.494,32.5078,32.4938,-0.0141,48.143,-0.2827,48.4257,0.0,1
2026-05-14T14:41:38.021383,1232728.0,26.4937,32.502,32.4946,-0.002,48.372,-0.041,48.413,0.0,1
2026-05-14T14:41:38.521886,1233230.0,26.4773,32.5056,32.485,-0.0151,48.106,-0.3015,48.4079,0.0,1
2026-05-14T14:41:39.021452,1233731.0,26.4905,32.4978,32.4905,-0.0073,48.253,-0.1456,48.3984,0.0,1
2026-05-14T14:41:39.521185,1234234.0,26.4882,32.5086,32.4909,-0.0153,48.086,-0.3066,48.393,0.0,1
2026-05-14T14:41:40.021045,1234736.0,26.4841,32.4905,32.4903,-0.01,48.187,-0.2,48.3875,0.0,1
2026-05-14T14:41:40.521920,1235238.0,26.4785,32.5132,32.4912,-0.0234,47.913,-0.4671,48.3801,0.0,1
2026-05-14T14:41:41.021726,1235740.0,26.4827,32.5002,32.4948,-0.0064,48.248,-0.1276,48.3755,0.0,1
2026-05-14T14:41:41.522006,1236242.0,26.4896,32.5134,32.4924,-0.0192,47.98,-0.3833,48.3636,0.0,1
2026-05-14T14:41:42.021873,1236744.0,26.4885,32.511,32.4861,-0.0092,48.171,-0.1847,48.3553,0.0,1
2026-05-14T14:41:42.571816,1237246.0,26.4894,32.5054,32.4859,-0.013,48.086,-0.2608,48.347,0.0,1
2026-05-14T14:41:43.071462,1237748.0,26.4842,32.4962,32.4933,-0.0068,48.208,-0.1351,48.3433,0.0,1
2026-05-14T14:41:43.571715,1238250.0,26.4954,32.4834,32.4828,-0.0041,48.256,-0.0829,48.3386,0.0,1
2026-05-14T14:41:44.071624,1238752.0,26.4947,32.5046,32.4932,-0.0008,48.321,-0.0166,48.3372,0.0,1
2026-05-14T14:41:44.571412,1239254.0,26.4775,32.4781,32.4737,-0.0081,48.169,-0.1616,48.3308,0.0,1
2026-05-14T14:41:45.071409,1239756.0,26.4814,32.4987,32.4811,-0.0097,48.133,-0.1934,48.326,0.0,1
2026-05-14T14:41:45.571855,1240258.0,26.494,32.5053,32.4913,-0.0106,48.107,-0.2113,48.3186,0.0,1
2026-05-14T14:41:46.071161,1240760.0,26.4946,32.4948,32.4855,-0.0112,48.092,-0.2234,48.3159,0.0,1
