time_s,t_up,t_down,t_heater,delta_t,delta_t_corr,heater_duty
4125.46,28.669,29.123,31.197,0.4545,0.1375,255
4125.761,28.578,29.078,31.011,0.4996,0.1826,255
4126.062,28.487,29.055,30.964,0.5674,0.2504,255
4126.363,28.623,29.032,31.057,0.4088,0.0917,255
4126.664,28.578,29.032,31.15,0.4541,0.137,255
4126.965,28.397,28.986,30.964,0.5897,0.2726,255
4127.266,28.601,29.1,30.941,0.4998,0.1827,255
4127.567,28.623,28.986,30.964,0.3633,0.0462,255
4127.868,28.487,28.986,31.011,0.4992,0.1821,255
4128.169,28.578,29.123,31.011,0.5452,0.2281,255
4128.47,28.623,28.986,30.964,0.3633,0.0462,255
4128.771,28.465,28.986,30.964,0.5218,0.2047,255
4129.073,28.51,29.078,31.15,0.5676,0.2505,255
4129.374,28.623,29.078,30.964,0.4543,0.1373,255
4129.675,28.623,29.032,30.894,0.4088,0.0917,255
4129.976,28.442,29.032,30.987,0.5899,0.2729,255
4130.278,28.669,29.123,31.057,0.4545,0.1375,255
4130.579,28.623,29.009,31.057,0.386,0.069,255
4130.88,28.669,29.032,31.011,0.3635,0.0464,255
4131.181,28.487,29.123,31.011,0.6357,0.3187,255
4131.482,28.646,29.078,31.057,0.4316,0.1146,255
4131.784,28.487,28.986,30.964,0.4992,0.1821,255
4132.085,28.578,29.123,30.987,0.5452,0.2281,255
4132.386,28.714,29.214,31.011,0.5003,0.1833,255
4132.687,28.487,28.986,31.011,0.4992,0.1821,255
4132.988,28.487,29.009,30.871,0.5219,0.2048,255
4133.289,28.578,29.1,30.987,0.5224,0.2053,255
4133.59,28.623,28.986,30.964,0.3633,0.0462,255
4133.891,28.419,28.986,30.941,0.567,0.25,255
4134.193,28.555,29.123,31.034,0.5678,0.2507,255
4134.494,28.669,29.169,30.964,0.5001,0.1831,255
4134.795,28.419,29.032,31.011,0.6125,0.2955,255
4135.096,28.578,29.078,31.034,0.4996,0.1826,255
4135.397,28.578,29.169,31.011,0.5908,0.2737,255
4135.698,28.646,28.986,31.011,0.3406,0.0235,255
4135.999,28.487,29.078,31.057,0.5902,0.2731,255
4136.3,28.51,29.078,31.011,0.5676,0.2505,255
4136.601,28.646,29.032,31.057,0.3861,0.069,255
4136.902,28.442,28.941,31.011,0.4989,0.1819,255
4137.203,28.578,29.078,31.197,0.4996,0.1826,255
4137.505,28.578,29.078,31.057,0.4996,0.1826,255
4137.806,28.51,29.078,30.964,0.5676,0.2505,255
4138.107,28.487,29.032,30.964,0.5447,0.2276,255
4138.408,28.465,29.032,31.011,0.5673,0.2502,255
4138.709,28.623,29.032,30.964,0.4088,0.0917,255
4139.01,28.442,29.169,30.964,0.7266,0.4095,255
4139.311,28.601,29.055,31.15,0.4542,0.1372,255
4139.612,28.578,29.123,31.197,0.5452,0.2281,255
4139.913,28.533,29.123,30.987,0.5905,0.2734,255
4140.214,28.487,29.123,30.964,0.6357,0.3187,255
4140.515,28.623,28.986,31.057,0.3633,0.0462,255
4140.815,28.601,29.169,30.964,0.5681,0.2511,255
4141.117,28.601,29.009,30.964,0.4087,0.0916,255
4141.418,28.691,29.078,31.127,0.3863,0.0692,255
4141.719,28.623,28.986,30.964,0.3633,0.0462,255
4142.02,28.487,28.986,30.918,0.4992,0.1821,255
4142.321,28.578,29.078,31.197,0.4996,0.1826,255
4142.622,28.623,29.032,30.964,0.4088,0.0917,255
4142.923,28.669,29.032,31.011,0.3635,0.0464,255
4143.224,28.487,29.078,31.034,0.5902,0.2731,255
4143.525,28.578,29.123,31.057,0.5452,0.2281,255
4143.826,28.623,28.986,31.057,0.3633,0.0462,255
4144.128,28.487,29.078,31.011,0.5902,0.2731,255
4144.429,28.669,29.305,31.15,0.637,0.3199,255
4144.73,28.669,29.123,31.22,0.4545,0.1375,255
4145.031,28.487,28.986,30.964,0.4992,0.1821,255
4145.332,28.601,29.032,31.011,0.4315,0.1144,255
4145.633,28.646,29.1,31.057,0.4544,0.1373,255
4145.934,28.578,29.032,31.011,0.4541,0.137,255
4146.235,28.487,29.009,30.964,0.5219,0.2048,255
4146.536,28.601,29.032,31.011,0.4315,0.1144,255
4146.837,28.487,29.123,31.197,0.6357,0.3187,255
4147.138,28.578,29.032,31.011,0.4541,0.137,255
4147.439,28.487,29.123,30.964,0.6357,0.3187,255
4147.74,28.601,29.123,31.057,0.5225,0.2055,255
4148.041,28.623,29.032,30.964,0.4088,0.0917,255
4148.342,28.487,29.078,31.034,0.5902,0.2731,255
4148.643,28.669,29.078,31.08,0.409,0.0919,255
4148.944,28.601,29.032,31.057,0.4315,0.1144,255
4149.245,28.555,29.123,31.011,0.5678,0.2507,255
4149.546,28.623,29.078,31.057,0.4543,0.1373,255
4149.847,28.578,29.009,31.011,0.4313,0.1143,255
4150.148,28.487,29.009,30.987,0.5219,0.2048,255
4150.449,28.442,29.055,30.941,0.6127,0.2956,255
4150.75,28.623,29.055,31.174,0.4315,0.1145,255
4151.051,28.623,29.032,30.987,0.4088,0.0917,255
4151.352,28.442,29.032,30.987,0.5899,0.2729,255
4151.653,28.623,29.032,31.011,0.4088,0.0917,255
4151.954,28.555,29.032,30.941,0.4767,0.1597,255
4152.255,28.442,29.032,30.964,0.5899,0.2729,255
4152.557,28.623,29.078,31.057,0.4543,0.1373,255
4152.858,28.623,28.986,31.011,0.3633,0.0462,255
4153.159,28.578,29.032,30.964,0.4541,0.137,255
4153.46,28.623,29.078,31.15,0.4543,0.1373,255
4153.761,28.623,29.032,31.034,0.4088,0.0917,255
4154.062,28.601,29.032,31.197,0.4315,0.1144,255
4154.363,28.442,29.123,30.964,0.681,0.3639,255
4154.664,28.669,29.123,31.174,0.4545,0.1375,255
4154.965,28.487,29.032,30.964,0.5447,0.2276,255
4155.266,28.533,29.078,31.057,0.5449,0.2279,255
4155.567,28.646,29.123,31.15,0.4772,0.1601,255
4155.868,28.623,29.032,30.941,0.4088,0.0917,255
4156.169,28.397,28.986,30.918,0.5897,0.2726,255
4156.471,28.487,29.032,31.15,0.5447,0.2276,255
4156.772,28.646,29.032,31.034,0.3861,0.069,255
4157.073,28.555,29.032,30.964,0.4767,0.1597,255
4157.374,28.487,29.055,30.918,0.5674,0.2504,255
4157.675,28.623,29.078,30.964,0.4543,0.1373,255
4157.976,28.714,29.078,31.011,0.3636,0.0466,255
4158.277,28.487,29.032,31.011,0.5447,0.2276,255
4158.578,28.601,29.032,30.964,0.4315,0.1144,255
4158.879,28.669,29.032,31.057,0.3635,0.0464,255
4159.18,28.442,29.078,31.034,0.6355,0.3184,255
4159.481,28.578,29.146,31.057,0.568,0.2509,255
4159.782,28.669,29.078,31.057,0.409,0.0919,255
4160.083,28.465,29.009,31.011,0.5445,0.2275,255
4160.384,28.442,29.009,30.987,0.5672,0.2501,255
4160.685,28.623,29.032,31.034,0.4088,0.0917,255
4160.986,28.487,29.032,30.871,0.5447,0.2276,255
4161.287,28.487,28.986,30.941,0.4992,0.1821,255
4161.588,28.487,29.078,31.011,0.5902,0.2731,255
4161.889,28.623,29.032,30.918,0.4088,0.0917,255
4162.19,28.578,29.055,30.964,0.4769,0.1598,255
4162.492,28.601,28.986,30.918,0.386,0.0689,255
4162.793,28.623,28.964,31.011,0.3405,0.0235,255
4163.094,28.487,28.986,30.964,0.4992,0.1821,255
4163.395,28.578,29.055,30.964,0.4769,0.1598,255
4163.696,28.623,29.078,30.964,0.4543,0.1373,255
4163.998,28.623,29.032,30.964,0.4088,0.0917,255
4164.299,28.442,29.032,30.964,0.5899,0.2729,255
4164.6,28.51,29.078,31.197,0.5676,0.2505,255
4164.901,28.669,29.078,30.964,0.409,0.0919,255
4165.202,28.578,28.986,30.941,0.4086,0.0915,255
4165.503,28.51,29.078,31.057,0.5676,0.2505,255
4165.804,28.623,29.032,31.034,0.4088,0.0917,255
4166.105,28.578,29.078,30.964,0.4996,0.1826,255
4166.406,28.442,29.032,30.941,0.5899,0.2729,255
4166.707,28.623,29.032,31.011,0.4088,0.0917,255
4167.008,28.669,29.032,31.011,0.3635,0.0464,255
4167.309,28.487,29.032,30.941,0.5447,0.2276,255
4167.61,28.51,29.123,31.057,0.6131,0.296,255
4167.911,28.646,29.032,31.057,0.3861,0.069,255
4168.212,28.578,28.986,30.964,0.4086,0.0915,255
4168.513,28.623,29.055,31.034,0.4315,0.1145,255
4168.814,28.691,29.078,30.964,0.3863,0.0692,255
4169.115,28.51,29.032,30.918,0.522,0.205,255
4169.416,28.533,29.055,30.987,0.5222,0.2051,255
4169.717,28.623,29.032,31.011,0.4088,0.0917,255
4170.018,28.623,29.009,31.011,0.386,0.069,255
4170.319,28.442,29.032,30.918,0.5899,0.2729,255
4170.62,28.487,29.032,30.964,0.5447,0.2276,255
4170.921,28.669,28.986,31.011,0.318,0.0009,255
4171.222,28.487,28.986,30.941,0.4992,0.1821,255
4171.523,28.623,29.032,31.011,0.4088,0.0917,255
4171.824,28.601,29.078,31.057,0.477,0.1599,255
4172.125,28.646,29.032,30.964,0.3861,0.069,255
4172.426,28.442,29.032,30.918,0.5899,0.2729,255
4172.727,28.669,29.123,31.15,0.4545,0.1375,255
4173.028,28.623,29.055,30.964,0.4315,0.1145,255
4173.329,28.442,28.986,30.825,0.5444,0.2274,255
4173.63,28.465,29.078,31.15,0.6128,0.2958,255
4173.931,28.623,29.009,31.011,0.386,0.069,255
4174.232,28.442,28.986,30.964,0.5444,0.2274,255
4174.533,28.465,29.078,31.15,0.6128,0.2958,255
4174.834,28.669,29.032,31.057,0.3635,0.0464,255
4175.135,28.442,28.986,30.964,0.5444,0.2274,255
4175.436,28.465,29.078,31.15,0.6128,0.2958,255
4175.737,28.487,29.078,31.057,0.5902,0.2731,255
4176.038,28.646,28.964,30.964,0.3179,0.0008,255
4176.339,28.465,28.986,30.918,0.5218,0.2047,255
4176.64,28.646,29.123,31.034,0.4772,0.1601,255
4176.941,28.714,29.032,31.057,0.3181,0.001,255
4177.243,28.442,28.941,30.918,0.4989,0.1819,255
4177.544,28.487,29.123,31.034,0.6357,0.3187,255
4177.845,28.646,29.032,31.034,0.3861,0.069,255
4178.146,28.601,29.078,30.987,0.477,0.1599,255
4178.447,28.487,29.009,31.011,0.5219,0.2048,255
4178.748,28.623,29.032,31.034,0.4088,0.0917,255
4179.049,28.623,29.078,31.011,0.4543,0.1373,255
4179.35,28.487,29.032,30.941,0.5447,0.2276,255
4179.651,28.578,29.078,30.987,0.4996,0.1826,255
4179.952,28.578,29.032,30.871,0.4541,0.137,255
4180.253,28.578,28.941,30.894,0.3631,0.046,255
4180.554,28.487,29.078,31.057,0.5902,0.2731,255
4180.855,28.51,29.055,31.034,0.5448,0.2277,255
4181.156,28.578,29.032,30.964,0.4541,0.137,255
4181.457,28.465,29.055,30.894,0.5901,0.273,255
4181.758,28.623,29.1,31.197,0.4771,0.16,255
4182.059,28.601,29.078,31.057,0.477,0.1599,255
4182.36,28.374,28.986,30.918,0.6123,0.2952,255
4182.661,28.578,29.123,31.057,0.5452,0.2281,255
4182.962,28.669,29.078,30.987,0.409,0.0919,255
4183.263,28.623,29.032,30.964,0.4088,0.0917,255
4183.564,28.487,29.078,31.127,0.5902,0.2731,255
4183.865,28.714,28.986,31.15,0.2726,-0.0445,255
4184.166,28.601,29.078,31.011,0.477,0.1599,255
4184.467,28.487,29.032,31.011,0.5447,0.2276,255
4184.768,28.623,29.032,31.011,0.4088,0.0917,255
4185.07,28.646,29.032,31.057,0.3861,0.069,255
4185.371,28.487,29.009,30.964,0.5219,0.2048,255
4185.672,28.487,29.032,31.011,0.5447,0.2276,255
4185.973,28.623,28.964,30.918,0.3405,0.0235,255
4186.274,28.487,29.032,30.964,0.5447,0.2276,255
4186.575,28.465,29.078,31.15,0.6128,0.2958,255
4186.877,28.623,29.055,31.197,0.4315,0.1145,255
4187.179,28.487,29.032,30.941,0.5447,0.2276,255
4187.481,28.442,29.032,30.964,0.5899,0.2729,255
4187.782,28.578,29.032,31.011,0.4541,0.137,255
4188.083,28.669,29.1,31.197,0.4318,0.1147,255
4188.384,28.578,29.032,31.034,0.4541,0.137,255
4188.685,28.465,29.146,31.011,0.6812,0.3641,255
4188.986,28.669,29.032,31.15,0.3635,0.0464,255
4189.287,28.646,29.078,31.011,0.4316,0.1146,255
4189.588,28.487,29.032,30.987,0.5447,0.2276,255
4189.889,28.601,29.078,31.057,0.477,0.1599,255
4190.19,28.646,29.009,31.011,0.3633,0.0463,255
4190.491,28.578,29.078,31.127,0.4996,0.1826,255
4190.792,28.623,29.055,31.057,0.4315,0.1145,255
4191.093,28.646,29.032,31.011,0.3861,0.069,255
4191.394,28.487,29.032,30.964,0.5447,0.2276,255
4191.695,28.465,29.078,31.197,0.6128,0.2958,255
4191.996,28.669,29.123,31.15,0.4545,0.1375,255
4192.297,28.487,29.009,30.871,0.5219,0.2048,255
4192.598,28.623,29.1,31.15,0.4771,0.16,255
4192.899,28.578,29.055,31.034,0.4769,0.1598,255
4193.2,28.601,29.123,31.174,0.5225,0.2055,255
4193.501,28.578,29.032,30.964,0.4541,0.137,255
4193.802,28.669,29.123,31.15,0.4545,0.1375,255
4194.103,28.601,29.1,31.011,0.4998,0.1827,255
4194.404,28.442,28.986,31.011,0.5444,0.2274,255
4194.705,28.714,29.123,31.057,0.4091,0.0921,255
4195.006,28.669,29.078,31.011,0.409,0.0919,255
4195.307,28.601,29.032,31.011,0.4315,0.1144,255
4195.608,28.487,29.032,31.057,0.5447,0.2276,255
4195.909,28.669,29.123,31.197,0.4545,0.1375,255
4196.21,28.601,29.169,31.057,0.5681,0.2511,255
4196.511,28.601,29.009,30.964,0.4087,0.0916,255
4196.812,28.669,29.146,30.964,0.4773,0.1603,255
4197.113,28.646,29.032,31.011,0.3861,0.069,255
4197.414,28.623,29.1,31.034,0.4771,0.16,255
