time_s,t_up,t_down,t_heater,delta_t,delta_t_corr,heater_duty
1645.862,31.337,31.571,34.34,0.234,-0.0831,255
1646.164,31.29,31.431,34.194,0.1403,-0.1768,255
1646.466,31.314,31.477,34.243,0.1637,-0.1534,255
1646.767,31.29,31.431,34.291,0.1403,-0.1768,255
1647.068,31.244,31.477,34.194,0.2337,-0.0834,255
1647.368,31.22,31.431,34.291,0.2103,-0.1068,255
1647.67,31.244,31.524,34.486,0.2805,-0.0365,255
1647.971,31.29,31.524,34.243,0.2339,-0.0832,255
1648.272,31.29,31.571,34.291,0.2807,-0.0363,255
1648.573,31.244,31.431,34.194,0.1869,-0.1301,255
1648.874,31.244,31.571,34.218,0.3274,0.0103,255
1649.175,31.244,31.548,34.243,0.304,-0.0131,255
1649.477,31.337,31.431,34.316,0.0935,-0.2235,255
1649.778,31.314,31.407,34.243,0.0935,-0.2236,255
1650.079,31.244,31.384,34.194,0.1401,-0.1769,255
1650.38,31.197,31.384,34.048,0.1868,-0.1302,255
1650.681,31.29,31.454,34.194,0.1636,-0.1534,255
1650.982,31.337,31.431,34.291,0.0935,-0.2235,255
1651.283,31.337,31.431,34.291,0.0935,-0.2235,255
1651.584,31.29,31.407,34.243,0.1169,-0.2002,255
1651.885,31.15,31.431,34.291,0.2802,-0.0368,255
1652.186,31.244,31.571,34.243,0.3274,0.0103,255
1652.487,31.384,31.477,34.218,0.0936,-0.2235,255
1652.788,31.337,31.431,34.291,0.0935,-0.2235,255
1653.089,31.197,31.407,34.097,0.2102,-0.1069,255
1653.389,31.29,31.384,34.291,0.0935,-0.2236,255
1653.691,31.267,31.477,34.243,0.2104,-0.1067,255
1653.992,31.337,31.477,34.291,0.1403,-0.1767,255
1654.293,31.314,31.524,34.243,0.2105,-0.1066,255
1654.594,31.244,31.384,34.243,0.1401,-0.1769,255
1654.895,31.22,31.36,34.291,0.1401,-0.177,255
1655.195,31.197,31.431,34.194,0.2336,-0.0835,255
1655.497,31.337,31.431,34.291,0.0935,-0.2235,255
1655.798,31.29,31.524,34.34,0.2339,-0.0832,255
1656.099,31.22,31.431,34.291,0.2103,-0.1068,255
1656.4,31.244,31.524,34.243,0.2805,-0.0365,255
1656.701,31.29,31.524,34.34,0.2339,-0.0832,255
1657.002,31.314,31.571,34.34,0.2574,-0.0597,255
1657.303,31.337,31.454,34.194,0.1169,-0.2002,255
1657.604,31.22,31.524,34.291,0.3039,-0.0132,255
1657.905,31.22,31.431,34.291,0.2103,-0.1068,255
1658.206,31.244,31.524,34.243,0.2805,-0.0365,255
1658.507,31.337,31.571,34.243,0.234,-0.0831,255
